Date,Year,Category,Payee,Description,Location,Zip Code,Type,Trx Numbers,Amount,,
7/30/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,1581.3,,
3/29/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,4990.7,,
2/20/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,4088.7,,
8/24/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 10,94070,Cash out,,1638,,
5/24/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,5707.8,,
6/18/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 3,94003,Cash out,,1820,,
11/13/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 6,94002,Cash out,,2507.4,,
7/25/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,4347,,
11/1/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 6,94002,Cash out,,5317.2,,
5/8/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,5525.1,,
4/24/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 6,94002,Cash out,,541.8,,
3/20/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 5,94401,Cash in,,1472.9,,
6/26/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,2205,,
8/2/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 5,94401,Cash out,,1814.4,,
1/20/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 5,94401,Cash out,,6832,,
3/15/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,5336.1,,
4/3/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 2,94020,Cash in,,5734.3,,
4/19/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 7,94025,Cash out,,3483.9,,
11/29/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,5903.1,,
4/6/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,12240.8,,
4/7/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 6,94002,Cash out,,2740.5,,
11/11/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 7,94025,Cash in,,12126.4,,
6/3/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,10510.5,,
9/17/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 7,94025,Cash out,,819,,
7/31/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 2,94020,Cash out,,3893.4,,
1/13/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 5,94401,Cash in,,12455.3,,
12/3/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 10,94070,Cash out,,4372.2,,
12/31/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,10195.9,,
11/22/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 5,94401,Cash out,,1981,,
2/28/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 2,94020,Cash out,,3515.4,,
6/24/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,1638,,
2/21/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 5,94401,Cash in,,5605.6,,
11/16/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 3,94003,Cash in,,872.3,,
3/6/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,3244.5,,
8/25/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,4076.1,,
7/6/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 5,94401,Cash in,,3946.8,,
7/6/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 3,94003,Cash out,,774.9,,
1/28/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 4,94404,Cash in,,700.7,,
1/24/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,7235.8,,
3/3/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,5002.2,,
7/3/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 4,94404,Cash in,,8336.9,,
5/30/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 8,94020,Cash in,,5977.4,,
2/25/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,6199.2,,
1/14/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,107.1,,
5/27/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 7,94025,Cash out,,6839,,
2/27/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,3832.4,,
12/3/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,6377,,
7/3/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 7,94025,Cash in,,11583,,
4/28/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 7,94025,Cash in,,3589.3,,
4/13/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,1707.3,,
8/6/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,5676.3,,
8/1/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 4,94404,Cash in,,1615.9,,
6/15/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 5,94401,Cash out,,3339,,
11/2/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 4,94404,Cash in,,6377.8,,
6/24/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,3660.3,,
12/26/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,4172,,
4/28/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,1512,,
1/28/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 6,94002,Cash out,,3553.2,,
2/22/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,3710.7,,
2/25/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,1701.7,,
2/20/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 6,94002,Cash out,,4221,,
2/28/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,1707.3,,
4/15/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,1789.2,,
1/27/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 5,94401,Cash out,,2482.2,,
2/15/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 7,94025,Cash out,,4296.6,,
12/26/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,4025.7,,
2/22/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 6,94002,Cash in,,9681.1,,
1/12/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,7879.3,,
5/25/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 7,94025,Cash out,,4151.7,,
3/29/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,2979.9,,
4/7/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,4132.8,,
9/9/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 7,94025,Cash in,,5934.5,,
2/16/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,2331,,
3/24/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,5676.3,,
1/2/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 7,94025,Cash out,,4554.9,,
1/8/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,126,,
11/26/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 2,94020,Cash in,,9323.6,,
4/4/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 8,94020,Cash in,,2988.7,,
2/5/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,9438,,
7/14/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,1086.8,,
4/3/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 8,94020,Cash out,,3679.2,,
3/13/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,840,,
4/23/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 8,94020,Cash in,,4404.4,,
1/2/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,1645,,
6/27/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,3496.5,,
6/15/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 2,94020,Cash out,,2513.7,,
2/28/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,6249.6,,
11/25/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 5,94401,Cash in,,9766.9,,
3/16/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,3465,,
1/6/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,6111,,
6/9/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 7,94025,Cash out,,3112.2,,
1/11/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 7,94025,Cash out,,4460.4,,
12/2/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 7,94025,Cash out,,4466.7,,
9/6/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 3,94003,Cash out,,5002.2,,
1/6/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 2,94020,Cash in,,10338.9,,
3/2/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 8,94020,Cash out,,315,,
8/17/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,567,,
1/15/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,5430.6,,
8/16/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,13871,,
6/7/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,2731.3,,
5/14/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 8,94020,Cash in,,4132.7,,
9/17/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 7,94025,Cash in,,11254.1,,
1/26/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,5103,,
6/30/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,3906,,
5/21/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 9,22180,Cash in,,9867,,
10/7/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 8,94020,Cash out,,6117.3,,
11/4/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,1862,,
5/13/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 8,94020,Cash out,,2079,41580,
1/13/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,1581.3,,
1/24/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 9,22180,Cash out,,151.2,,
5/28/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 3,94003,Cash in,,3160.3,,
3/15/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 4,94404,Cash in,,11668.8,,
6/1/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,3780,,
12/21/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 4,94404,Cash out,,2576.7,,
3/3/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 5,94401,Cash in,,4604.6,,
8/16/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,9252.1,,
3/6/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 2,94020,Cash in,,9867,,
4/11/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 9,22180,Cash out,,2280.6,,
6/12/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 7,94025,Cash out,,2066.4,,
12/12/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,3969,,
4/3/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 6,94002,Cash in,,10910.9,,
2/26/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,14056.9,,
1/9/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 6,94002,Cash out,,4284,,
4/10/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 7,94025,Cash out,,4039,,
12/30/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,1757,,
4/4/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 6,94002,Cash in,,328.9,,
12/31/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 8,94020,Cash in,,3517.8,,
9/6/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 9,22180,Cash in,,8251.1,,
6/1/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,3389.1,,
9/17/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 3,94003,Cash out,,3143.7,,
5/23/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 8,94020,Cash out,,3206.7,,
9/13/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,4057.2,,
5/3/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 3,94003,Cash out,,5260.5,,
1/29/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,1687.4,,
4/25/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,6281.1,,
7/16/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 5,94401,Cash out,,3370.5,,
12/2/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 9,22180,Cash in,,11311.3,,
1/23/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 10,94070,Cash out,,4473,,
3/14/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 5,94401,Cash out,,2948.4,,
3/19/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 3,94003,Cash out,,5399.1,,
3/5/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 4,94404,Cash out,,598.5,,
7/8/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 3,94003,Cash out,,1310.4,,
1/21/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 6,94002,Cash out,,2532.6,,
3/25/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 3,94003,Cash out,,4687.2,,
2/13/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 7,94025,Cash in,,11239.8,,
5/23/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 8,94020,Cash in,,8022.3,,
4/3/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 5,94401,Cash in,,757.9,,
1/5/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 5,94401,Cash in,,1501.5,,
5/28/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 7,94025,Cash in,,4533.1,,
6/8/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,2516.8,,
2/3/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 7,94025,Cash in,,10410.4,,
6/27/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,3817.8,,
5/24/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,4851,,
1/26/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 5,94401,Cash out,,138.6,,
5/12/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 3,94003,Cash out,,1719.9,,
12/5/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,4151.7,,
8/14/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 9,22180,Cash in,,2788.5,,
11/8/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,336,,
5/10/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 7,94025,Cash out,,5279.4,,
12/25/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,4147,,
5/12/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,4113.9,,
2/17/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 2,94020,Cash in,,11797.5,,
7/26/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 5,94401,Cash in,,1172.6,,
5/21/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 6,94002,Cash in,,6620.9,,
6/5/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,749.7,,
6/15/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,2758,,
4/5/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 9,22180,Cash in,,9123.4,,
12/9/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,6206.2,,
7/31/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 8,94020,Cash out,,1001.7,,
3/2/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 9,22180,Cash out,,1934.1,,
2/2/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,12927.2,,
11/16/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 10,94070,Cash in,,2559.7,,
8/28/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 7,94025,Cash in,,4561.7,,
4/28/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,868,,
4/28/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,3030.3,,
5/22/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 3,94003,Cash out,,1329.3,,
2/13/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,7636.2,,
8/30/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,7907.9,,
8/10/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 5,94401,Cash out,,6293.7,,
9/4/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,4246.2,,
12/19/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 5,94401,Cash out,,4592.7,,
9/23/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 5,94401,Cash in,,4046.9,,
12/14/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,11168.3,,
11/9/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,4737.6,,
11/4/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,4332.9,,
6/13/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,3248,,
1/4/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,6062,,
5/31/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 9,22180,Cash in,,5619.9,,
10/12/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,3017.7,,
6/17/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 5,94401,Cash in,,3317.6,,
1/24/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 3,94003,Cash out,,2702.7,,
5/24/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,5934.5,,
3/8/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 5,94401,Cash out,,1398.6,,
7/26/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 5,94401,Cash out,,516.6,,
9/7/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 7,94025,Cash in,,6778.2,,
9/16/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 9,22180,Cash out,,5336.1,,
11/3/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,5562.9,,
6/13/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 6,94002,Cash out,,3931.2,,
8/10/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,6849.7,,
6/27/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 9,22180,Cash in,,2488.2,,
2/18/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 9,22180,Cash in,,13127.4,,
5/16/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,1773.2,,
3/11/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,4964.4,,
8/1/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,8236.8,,
6/30/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 10,94070,Cash in,,9066.2,,
3/11/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,3718,,
3/16/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 5,94401,Cash in,,11411.4,,
1/10/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 5,94401,Cash out,,1593.9,,
4/18/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,1045.8,,
6/13/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 6,94002,Cash out,,5997.6,,
7/1/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 9,22180,Cash out,,289.8,,
4/25/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 8,94020,Cash out,,1379.7,,
3/22/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 2,94020,Cash in,,9495.2,,
1/2/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 10,94070,Cash out,,4876.2,,
4/20/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 3,94003,Cash out,,598.5,,
1/29/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 7,94025,Cash out,,4202.1,,
5/6/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 10,94070,Cash out,,50000,,
1/15/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 5,94401,Cash out,,4460.4,,
3/13/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,1201.2,,
6/13/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,5418,,
6/29/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 4,94404,Cash out,,5273.1,,
1/20/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 9,22180,Cash out,,3885,,
6/16/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,1675.8,,
3/28/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 5,94401,Cash in,,8522.8,,
11/5/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,6419,,
6/10/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 5,94401,Cash out,,4706.1,,
1/28/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 5,94401,Cash out,,2317,,
1/15/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 7,94025,Cash out,,1946.7,,
5/19/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 9,22180,Cash out,,3118.5,,
4/10/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,6255.9,,
6/4/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,6663.8,,
6/27/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 9,22180,Cash out,,5531.4,,
6/18/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,6792.5,,
6/26/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,11511.5,,
5/23/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 6,94002,Cash out,,5991.3,,
3/1/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,10767.9,,
12/24/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,6262.2,,
5/25/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 5,94401,Cash in,,2902.9,,
10/21/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 4,94404,Cash in,,858,,
2/6/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 8,94020,Cash out,,1297.8,,
10/8/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 6,94002,Cash out,,3994.2,,
6/6/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,1234.8,,
8/3/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,4428.9,,
10/7/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,3918.6,,
5/2/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 7,94025,Cash out,,415.8,,
6/21/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 10,94070,Cash out,,2807,,
6/14/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,7164.3,,
12/21/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,176.4,,
7/18/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 7,94025,Cash out,,926.1,,
1/22/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,3817.8,,
